0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
-0.01,-0.07,-0.01
0.01,-0.07,0.02
0.00,-0.09,-0.05
0.00,-0.06,0.03
-0.01,-0.06,-0.05
0.00,-0.07,0.03
0.00,-0.07,0.00
0.00,-0.03,-0.04
-0.02,-0.09,0.05
0.00,-0.06,0.01
-0.01,-0.07,0.07
-0.01,-0.03,-0.05
0.00,-0.05,0.02
0.00,-0.06,0.02
0.00,-0.03,0.02
0.00,-0.05,0.05
-0.01,-0.05,0.00
-0.01,-0.04,0.02
0.00,-0.05,-0.01
-0.02,-0.09,0.05
0.00,-0.05,-0.04
-0.01,-0.07,0.01
-0.02,-0.07,-0.04
-0.01,-0.04,0.02
-0.01,-0.05,0.04
0.00,-0.06,0.02
-0.01,-0.08,0.05
0.00,-0.04,0.00
-0.01,-0.04,0.06
0.00,-0.04,-0.04
-0.02,-0.03,0.02
-0.03,-0.07,-0.01
-0.03,-0.05,0.05
-0.03,-0.04,0.03
-0.06,-0.06,0.03
-0.04,0.00,0.06
-0.14,0.07,0.03
-0.08,0.41,0.00
-0.24,0.39,0.09
-0.92,1.04,0.62
-0.48,2.23,0.26
-0.58,1.73,0.33
-0.93,2.08,0.45
-1.32,2.14,0.67
-1.53,2.40,0.75
-1.76,2.03,1.08
-1.89,1.01,0.88
-5.85,-4.34,-4.45
-8.80,-2.98,-4.60
-8.38,-1.91,-4.59
-8.64,-3.71,-4.87
-8.37,-3.81,-5.22
-7.01,-2.05,-4.43
-4.97,-0.54,-3.66
-3.75,0.98,-2.64
-2.24,2.37,-1.32
-1.28,2.67,-0.76
0.08,2.71,0.11
1.05,2.07,0.40
1.74,1.40,0.64
1.79,1.84,1.85
2.26,2.10,2.92
3.79,0.86,2.49
3.12,0.28,3.31
3.13,0.71,3.99
4.25,0.13,3.62
6.63,0.34,3.09
6.95,-0.20,3.30
6.49,-1.11,3.46
5.72,-1.46,3.86
6.65,8.54,4.68
-1.03,1.71,-1.81
-0.58,2.29,-0.34
1.89,0.42,1.58
2.51,-0.52,1.03
0.95,-1.12,1.02
0.15,-0.62,0.23
-0.10,-0.51,0.42
-0.15,-0.47,0.34
0.03,0.00,0.08
0.22,0.12,-0.15
0.06,-0.03,0.04
-0.09,-0.20,0.23
0.09,-0.02,0.00
0.13,0.01,0.02
0.05,-0.08,0.10
0.06,0.05,0.12
0.02,0.00,0.00
0.03,-0.07,0.06
0.04,-0.08,0.00
0.06,-0.07,0.02
0.03,-0.17,0.07
0.05,-0.15,0.02
0.07,-0.06,0.08
0.07,-0.03,0.00
0.02,0.06,0.06
0.00,0.03,-0.02
0.06,0.06,0.00
-0.03,0.00,0.12
0.12,0.18,-0.05
0.24,0.40,-0.16
-0.10,0.23,0.12
-0.14,0.37,0.29
-0.18,0.82,0.16
-0.34,1.34,0.25
-0.02,1.71,-0.18
-0.65,1.66,0.38
-1.14,1.62,0.67
-0.86,2.09,0.36
-1.09,3.19,0.12
-1.81,4.37,0.25
-2.02,5.29,-0.20
-2.92,8.49,-1.26
-3.53,8.29,0.96
-1.25,8.28,1.57
-5.18,6.42,-0.65
-12.90,0.95,-4.83
-13.78,-18.87,-8.99
-8.81,-2.40,-10.64
-8.59,-1.55,-9.98
-9.24,-1.83,-8.38
-8.94,-1.93,-8.05
-8.41,-2.14,-7.28
-7.50,-1.23,-6.36
-5.60,0.53,-4.47
-4.67,1.35,-3.10
-4.65,2.04,-1.25
-3.91,4.14,1.18
-3.11,4.78,2.88
-0.99,4.87,4.36
0.63,5.79,5.74
1.20,3.98,5.73
1.11,4.20,6.13
1.71,4.46,6.50
2.65,3.13,5.58
4.65,3.64,4.13
6.39,3.29,2.99
7.98,1.43,2.36
9.37,1.95,3.29
11.76,1.49,3.22
14.66,1.75,2.86
14.78,2.14,2.48
12.97,18.07,9.22
6.31,0.44,4.88
-2.16,0.13,1.11
4.25,3.37,1.48
3.87,-1.27,1.07
0.17,0.34,0.00
0.29,0.13,-0.17
-0.19,-0.57,0.35
0.01,-0.31,0.16
-0.09,-0.14,0.15
-0.07,-0.06,0.10
0.06,0.33,-0.07
0.03,0.10,-0.08
0.02,0.06,0.01
-0.06,-0.22,0.16
-0.06,-0.08,0.16
-0.09,-0.24,0.26
0.05,0.01,0.02
0.01,-0.08,-0.04
0.03,0.00,0.01
0.04,0.05,-0.04
0.06,0.08,0.01
0.08,0.14,-0.12
0.03,0.24,0.00
0.06,0.34,-0.12
-0.14,0.06,0.21
-0.02,0.26,0.08
-0.06,0.60,0.04
-0.48,0.94,0.44
-0.19,1.26,0.03
-0.39,1.43,0.24
-0.20,1.38,-0.10
-0.59,1.48,0.26
-1.21,1.65,0.74
-1.16,2.27,0.38
-1.28,5.31,-0.37
-2.37,6.74,-0.38
-3.38,7.69,-0.58
-4.51,9.01,-0.59
-2.80,9.05,1.15
-1.51,9.02,0.68
-3.87,6.74,-0.55
-8.80,7.35,-2.30
-26.17,-14.11,-8.43
-10.13,0.46,-9.16
-10.04,-1.74,-8.17
-8.48,-1.91,-8.69
-9.01,-2.60,-7.95
-9.94,-2.46,-6.42
-10.06,-1.65,-3.96
-9.04,-0.44,-2.34
-7.61,0.27,-1.62
-4.87,3.00,0.58
-2.02,5.15,1.76
-1.09,6.08,3.18
-0.59,6.01,4.49
0.41,4.74,4.25
1.75,5.94,5.57
2.52,4.90,5.29
2.88,4.46,5.38
3.69,5.15,5.84
4.96,4.61,5.94
7.37,1.59,5.78
10.89,2.17,6.67
14.53,3.55,5.93
15.69,3.80,3.17
10.38,1.01,0.60
9.34,7.61,1.22
6.11,2.74,2.89
1.23,1.42,1.21
-1.72,1.93,-0.64
3.56,1.11,0.26
1.14,0.27,0.35
0.24,0.48,-0.15
-0.17,-0.65,0.43
0.17,-0.26,0.17
-0.15,-0.35,0.31
0.08,0.25,-0.03
-0.07,-0.02,0.22
-0.04,-0.15,0.25
-0.03,0.00,0.16
-0.17,-0.24,0.24
0.04,-0.03,0.15
0.07,0.07,0.01
0.05,-0.02,0.10
0.08,0.04,-0.02
0.03,-0.06,0.09
0.04,-0.02,0.09
0.00,-0.10,0.09
0.09,0.13,0.09
0.01,0.00,0.08
-0.04,-0.08,0.18
-0.04,-0.01,0.08
-0.15,-0.20,0.29
-0.12,-0.03,0.16
-0.19,0.27,0.27
-0.01,0.76,0.04
-0.11,1.08,0.06
-0.05,0.87,0.12
-0.18,1.27,0.12
-0.30,1.61,0.13
-0.71,2.25,0.28
-0.99,3.20,0.24
-1.36,4.12,0.01
-2.23,5.32,0.40
-3.19,6.94,0.24
-4.81,7.36,0.55
-4.11,7.68,0.68
-1.69,7.48,1.15
-3.97,8.08,1.99
-5.33,6.67,-1.34
-10.11,4.93,-4.41
-9.98,-21.32,-8.10
-8.78,2.60,-8.79
-8.36,-0.88,-8.12
-8.88,-0.94,-7.63
-9.45,-2.30,-7.44
-9.77,-2.15,-6.56
-9.51,-2.03,-5.72
-9.32,-1.26,-4.34
-8.82,0.46,-2.63
-7.74,3.24,-0.24
-5.80,4.61,1.64
-1.44,7.97,3.95
-0.84,5.83,4.30
-0.42,5.49,4.41
0.72,6.72,5.98
2.34,6.11,6.37
5.54,7.19,5.99
7.75,6.35,5.89
9.27,3.92,6.58
13.78,2.88,9.35
21.00,3.20,10.23
19.80,4.71,7.10
15.12,-2.10,3.34
1.69,2.24,-0.65
0.51,3.64,-2.87
2.49,5.06,-1.85
2.78,-1.53,2.01
1.41,-1.36,1.08
0.11,0.29,-0.01
-0.05,-0.73,0.52
-0.10,-0.18,0.10
0.08,0.02,0.02
0.20,0.25,-0.09
0.21,0.23,-0.10
-0.01,-0.18,0.26
-0.04,-0.25,0.17
0.08,-0.12,0.09
0.09,-0.05,-0.02
0.06,-0.07,0.10
0.00,-0.08,0.12
0.05,0.03,0.01
0.13,0.11,-0.01
0.11,0.03,-0.02
0.12,0.06,0.01
0.07,0.02,-0.04
0.03,0.02,0.07
0.05,0.09,0.09
-0.05,0.05,0.19
0.08,0.44,-0.03
0.09,0.23,-0.02
0.11,0.41,-0.03
0.10,0.51,-0.11
-0.09,0.50,0.19
-0.46,1.02,0.38
-0.30,1.33,0.25
-0.43,1.12,0.35
-0.68,1.95,0.44
-1.12,3.08,0.52
-1.21,4.31,0.04
-1.54,6.43,-0.45
-2.71,7.85,-0.47
-6.25,10.27,0.79
-4.99,9.41,0.03
-1.27,8.47,-0.22
-2.83,7.55,0.43
-8.96,5.84,-3.74
-16.63,2.81,-6.86
-11.23,-13.34,-11.46
-9.90,0.02,-9.39
-8.38,-1.23,-8.71
-8.44,-2.12,-7.93
-8.55,-2.05,-7.35
-8.98,-1.79,-5.88
-9.02,-1.47,-4.26
-7.69,-1.43,-3.79
-6.47,1.74,-1.83
-4.92,3.03,-0.52
-2.72,4.67,0.62
-1.54,6.22,1.77
-0.72,7.46,3.78
0.12,6.53,4.72
0.55,6.41,5.75
1.23,6.17,6.41
3.68,4.93,4.93
6.41,5.79,4.45
7.91,4.69,4.49
9.68,3.19,5.60
12.60,2.95,5.94
15.25,3.14,4.85
11.18,1.30,3.47
8.18,-0.23,3.08
5.16,-1.52,3.26
5.19,8.54,4.88
0.55,0.23,0.52
-3.02,3.60,-1.64
2.05,4.28,-1.23
2.76,-0.05,1.51
0.89,-1.47,1.25
0.45,-0.54,0.33
0.07,-0.58,0.50
-0.11,-0.61,0.59
0.06,-0.19,0.16
0.35,0.12,-0.02
0.28,0.15,-0.05
0.00,-0.11,0.22
0.02,-0.26,0.14
0.16,-0.08,0.01
0.10,-0.13,0.00
0.03,-0.05,0.11
0.13,0.00,0.05
0.14,-0.03,0.00
0.09,-0.19,0.10
0.04,-0.04,0.03
0.08,0.00,0.03
0.06,-0.05,0.03
0.13,-0.02,0.00
0.13,0.06,-0.02
0.08,-0.02,0.09
0.08,0.00,-0.01
0.15,-0.03,0.05
0.09,0.01,-0.01
0.07,-0.04,0.08
0.07,0.00,0.05
0.12,-0.06,0.00
0.01,-0.19,0.16
0.00,-0.15,0.14
0.11,-0.04,0.06
0.12,0.00,-0.07
0.01,-0.12,0.18
0.05,-0.11,0.04
0.10,-0.08,0.04
0.09,-0.03,0.05
0.15,0.00,-0.04
0.16,0.15,-0.08
0.04,0.00,0.00
-0.17,-0.42,0.40
-0.06,-0.23,0.18
0.02,-0.07,0.12
0.08,-0.04,-0.05
0.00,-0.16,0.15
0.06,-0.06,0.10
0.08,-0.01,0.01
0.04,-0.06,0.10
0.02,-0.11,0.09
0.07,-0.01,0.04
0.10,0.09,-0.13
0.07,-0.09,0.07
0.05,-0.03,0.07
0.08,0.00,0.01
0.07,-0.08,0.08
0.02,-0.08,0.03
0.07,-0.08,0.07
0.05,-0.07,0.06
0.03,-0.09,0.09
0.08,0.00,-0.01
0.06,-0.05,0.09
0.03,-0.07,0.00
0.04,-0.06,0.06
0.06,-0.13,-0.02
0.03,-0.07,0.04
0.12,-0.02,0.00
0.08,0.02,-0.02
0.04,-0.07,0.08
0.03,-0.08,0.04
0.07,-0.06,0.08
0.08,0.01,-0.04
0.09,-0.02,0.03
0.04,-0.19,0.04
0.13,0.02,0.00
